order id,mobileID,sales channels,rating,customer id,CompoundKey
1996,6825,Online,7.0,6369,1996_6825
2010,5461,Offline,3.0,98063,2010_5461
2012,1270,Online,10.0,15909,2012_1270
2015,9803,Online,NaN,36140,2015_9803
2020,4922,Online,8.0,72704,2020_4922
2062,5602,Offline,7.0,66627,2062_5602
2068,9104,Online,2.0,60136,2068_9104
2069,1631,Online,6.0,67093,2069_1631
2087,4164,Offline,7.0,59815,2087_4164
2091,9326,Offline,5.0,64737,2091_9326
2113,7916,Offline,10.0,61433,2113_7916
2116,6807,Offline,10.0,43875,2116_6807
2121,2046,Offline,6.0,87155,2121_2046
2126,3626,Offline,NaN,99665,2126_3626
2135,1244,Online,9.0,8064,2135_1244
2143,9768,Online,7.0,13351,2143_9768
2144,9800,Offline,3.0,53270,2144_9800
2166,6149,Online,3.0,81537,2166_6149
2191,1620,Offline,9.0,70922,2191_1620
2193,3472,Online,4.0,65119,2193_3472
2195,8821,Online,9.0,47831,2195_8821
2206,1820,Offline,10.0,480,2206_1820
2212,9589,Online,8.0,91153,2212_9589
2225,6320,Online,4.0,93412,2225_6320
2236,3325,Online,NaN,32469,2236_3325
2238,5097,Online,5.0,74933,2238_5097
2240,7255,Online,2.0,89536,2240_7255
2241,4003,Offline,8.0,67398,2241_4003
2244,3886,Offline,7.0,7306,2244_3886
2273,6982,Offline,5.0,88638,2273_6982
2274,5441,Online,3.0,92648,2274_5441
2297,5790,Online,3.0,60176,2297_5790
2305,8051,Offline,9.0,8964,2305_8051
2326,2567,Offline,8.0,48173,2326_2567
2328,409,Offline,6.0,23252,2328_409
2330,4905,Online,6.0,31278,2330_4905
2343,2005,Online,5.0,90087,2343_2005
2347,4980,Online,NaN,44934,2347_4980
2364,4442,Offline,NaN,21399,2364_4442
2365,9342,Offline,NaN,95697,2365_9342
2373,9137,Offline,NaN,2441,2373_9137
2381,7394,Online,6.0,25077,2381_7394
2389,1649,Offline,3.0,43386,2389_1649
2391,7984,Online,8.0,63834,2391_7984
2396,4156,Online,NaN,71089,2396_4156
2411,9227,Offline,7.0,83082,2411_9227
2413,7043,Online,2.0,96487,2413_7043
2465,6505,Offline,4.0,99435,2465_6505
2468,9853,Online,NaN,56348,2468_9853
2471,3968,Online,NaN,33021,2471_3968
2481,473,Online,5.0,96694,2481_473
2490,5698,Online,5.0,12602,2490_5698
2492,5166,Online,5.0,30670,2492_5166
2494,677,Online,3.0,25352,2494_677
2504,1984,Offline,6.0,34775,2504_1984
2509,891,Online,10.0,10522,2509_891
2524,4199,Online,4.0,92725,2524_4199
2525,1154,Offline,4.0,84970,2525_1154
2527,9231,Offline,7.0,42290,2527_9231
2554,2170,Online,NaN,68328,2554_2170
2556,2066,Offline,NaN,41930,2556_2066
2567,2164,Offline,3.0,35030,2567_2164
2594,4935,Online,7.0,59514,2594_4935
2597,909,Offline,9.0,83763,2597_909
2608,6886,Offline,10.0,5323,2608_6886
2613,1486,Online,6.0,20990,2613_1486
2638,8503,Offline,10.0,48229,2638_8503
2641,1247,Online,8.0,46981,2641_1247
2651,469,Offline,3.0,14716,2651_469
2653,280,Offline,2.0,88263,2653_280
2654,2105,Offline,2.0,48394,2654_2105
2662,8141,Offline,NaN,64187,2662_8141
2684,1618,Online,9.0,6111,2684_1618
2685,4499,Online,4.0,45653,2685_4499
2686,7090,Online,6.0,42413,2686_7090
2689,825,Offline,9.0,25466,2689_825
2693,812,Online,NaN,81387,2693_812
2694,1789,Online,NaN,50773,2694_1789
2704,4533,Online,6.0,17441,2704_4533
2709,5363,Online,NaN,78035,2709_5363
2745,8240,Offline,2.0,1824,2745_8240
2773,1195,Online,10.0,62665,2773_1195
2800,9123,Offline,6.0,8287,2800_9123
2825,8373,Offline,NaN,54609,2825_8373
2827,6408,Offline,9.0,52510,2827_6408
2843,3740,Online,NaN,58311,2843_3740
2881,4596,Online,4.0,34553,2881_4596
2903,8992,Offline,4.0,97123,2903_8992
2904,7065,Offline,NaN,68495,2904_7065
2926,7303,Offline,4.0,52889,2926_7303
2940,4780,Offline,10.0,58709,2940_4780
2952,6481,Online,5.0,71597,2952_6481
2962,6330,Online,2.0,58316,2962_6330
2970,9354,Online,4.0,99866,2970_9354
2978,954,Online,7.0,39535,2978_954
2980,6997,Offline,NaN,12500,2980_6997
2998,7764,Offline,8.0,73774,2998_7764
3009,4756,Offline,NaN,68165,3009_4756
3014,4944,Offline,5.0,34693,3014_4944
3016,6348,Online,9.0,63930,3016_6348
3030,1505,Online,7.0,15081,3030_1505
3032,6742,Online,9.0,30154,3032_6742
3037,7546,Offline,7.0,97730,3037_7546
3065,775,Online,7.0,74676,3065_775
3069,1467,Offline,7.0,63227,3069_1467
3102,5062,Online,10.0,87303,3102_5062
3112,7218,Online,7.0,71167,3112_7218
3120,1408,Offline,8.0,48658,3120_1408
3131,4040,Offline,6.0,70627,3131_4040
3132,1326,Offline,9.0,28071,3132_1326
3138,6531,Online,3.0,12021,3138_6531
3143,3599,Offline,9.0,17652,3143_3599
3147,3644,Online,9.0,10583,3147_3644
3156,9544,Offline,3.0,33193,3156_9544
3163,4466,Offline,2.0,68572,3163_4466
3168,9258,Online,2.0,26236,3168_9258
3171,6869,Online,9.0,91387,3171_6869
3178,3135,Offline,4.0,1249,3178_3135
3180,2948,Offline,5.0,80325,3180_2948
3198,5582,Offline,5.0,65499,3198_5582
3216,5359,Online,6.0,41918,3216_5359
3220,1783,Offline,2.0,34390,3220_1783
3222,8417,Offline,NaN,53769,3222_8417
3229,3856,Online,8.0,84727,3229_3856
3241,8963,Online,NaN,91452,3241_8963
3248,7220,Offline,10.0,35998,3248_7220
3252,7759,Offline,10.0,608,3252_7759
3267,9640,Offline,8.0,65079,3267_9640
3273,4607,Offline,NaN,79761,3273_4607
3276,9124,Online,6.0,59159,3276_9124
3285,5053,Offline,NaN,12057,3285_5053
3297,6237,Offline,2.0,8069,3297_6237
3298,2339,Offline,2.0,13189,3298_2339
3301,4085,Online,2.0,30144,3301_4085
3305,2776,Offline,3.0,54216,3305_2776
3312,5576,Offline,6.0,66740,3312_5576
3317,9464,Online,2.0,38369,3317_9464
3327,6937,Offline,NaN,73742,3327_6937
3331,702,Offline,NaN,51098,3331_702
3363,4796,Offline,8.0,73343,3363_4796
3375,3461,Offline,2.0,52852,3375_3461
3389,5070,Offline,6.0,79562,3389_5070
3399,889,Online,4.0,75901,3399_889
3418,9344,Online,2.0,9207,3418_9344
3422,3673,Offline,6.0,50954,3422_3673
3438,1675,Offline,NaN,38231,3438_1675
3447,7519,Online,3.0,10866,3447_7519
3467,2352,Offline,NaN,12436,3467_2352
3477,5115,Offline,9.0,61613,3477_5115
3489,6135,Online,8.0,57695,3489_6135
3494,7514,Offline,8.0,7893,3494_7514
3498,3190,Offline,4.0,872,3498_3190
3508,2637,Online,5.0,94773,3508_2637
3509,8738,Offline,NaN,77101,3509_8738
3511,7402,Offline,8.0,32434,3511_7402
3529,7977,Offline,9.0,75315,3529_7977
3554,6090,Online,2.0,50872,3554_6090
3560,6414,Online,6.0,87706,3560_6414
3562,5474,Offline,6.0,17886,3562_5474
3572,9018,Online,7.0,32255,3572_9018
3573,9578,Online,9.0,23241,3573_9578
3575,6049,Online,3.0,69033,3575_6049
3577,1878,Offline,9.0,76754,3577_1878
3579,7609,Online,10.0,74403,3579_7609
3584,2945,Offline,10.0,24681,3584_2945
3586,3241,Offline,3.0,39921,3586_3241
3587,2575,Online,6.0,82952,3587_2575
3608,7121,Offline,5.0,97391,3608_7121
3613,9366,Online,5.0,16350,3613_9366
3620,5856,Online,2.0,48492,3620_5856
3623,7460,Online,6.0,43101,3623_7460
3624,4342,Online,9.0,41643,3624_4342
3633,698,Offline,4.0,62401,3633_698
3648,4031,Offline,8.0,50393,3648_4031
3665,7969,Offline,8.0,3186,3665_7969
3667,7687,Online,NaN,59054,3667_7687
3670,6835,Online,4.0,68856,3670_6835
3679,9598,Offline,8.0,49796,3679_9598
3702,3974,Online,8.0,21463,3702_3974
3714,3557,Online,6.0,63714,3714_3557
3721,5724,Offline,4.0,86830,3721_5724
3752,2633,Offline,2.0,35359,3752_2633
3763,3616,Offline,3.0,25481,3763_3616
3778,7731,Online,9.0,17817,3778_7731
3784,2330,Online,6.0,17638,3784_2330
3803,3562,Online,2.0,36648,3803_3562
3810,153,Online,5.0,26310,3810_153
3822,6374,Offline,10.0,34863,3822_6374
3831,1203,Offline,NaN,24326,3831_1203
3850,7633,Offline,10.0,99147,3850_7633
3882,8326,Online,2.0,75033,3882_8326
3884,1858,Online,NaN,47600,3884_1858
3892,3309,Offline,7.0,49838,3892_3309
3906,8722,Online,9.0,31715,3906_8722
3907,1574,Online,2.0,99791,3907_1574
3915,6386,Offline,4.0,40597,3915_6386
3916,2995,Offline,2.0,59073,3916_2995
3924,5337,Offline,5.0,88499,3924_5337
3928,2134,Offline,5.0,43373,3928_2134
3945,9765,Online,10.0,47532,3945_9765
3946,7537,Offline,6.0,68615,3946_7537
3953,515,Online,5.0,46247,3953_515
3957,7465,Offline,5.0,63237,3957_7465
3962,5418,Offline,6.0,96327,3962_5418
3976,860,Online,5.0,14918,3976_860
3980,3370,Online,2.0,35787,3980_3370
4018,9672,Online,6.0,29035,4018_9672
4059,9649,Online,8.0,45941,4059_9649
4085,5242,Offline,6.0,8595,4085_5242
4092,2569,Offline,NaN,11018,4092_2569
4096,1623,Offline,8.0,1676,4096_1623
4103,1609,Online,NaN,68669,4103_1609
4106,4982,Online,7.0,79481,4106_4982
4119,6171,Offline,3.0,63061,4119_6171
4151,7463,Online,7.0,74239,4151_7463
4199,1927,Offline,8.0,67045,4199_1927
4204,4348,Offline,2.0,2050,4204_4348
4211,8638,Online,8.0,98286,4211_8638
4212,6512,Online,10.0,52045,4212_6512
4231,6766,Offline,7.0,43472,4231_6766
4244,3246,Offline,NaN,78637,4244_3246
4255,4807,Online,6.0,83610,4255_4807
4259,9619,Online,5.0,70390,4259_9619
4272,8423,Offline,2.0,29345,4272_8423
4284,1253,Online,4.0,44563,4284_1253
4297,4374,Online,2.0,4142,4297_4374
4298,4541,Offline,2.0,5206,4298_4541
4301,5270,Offline,2.0,18369,4301_5270
4317,7871,Online,NaN,94805,4317_7871
4342,6527,Offline,NaN,69731,4342_6527
4345,5504,Offline,5.0,96597,4345_5504
4348,2527,Online,4.0,41035,4348_2527
4368,9610,Offline,10.0,56766,4368_9610
4398,8186,Online,2.0,60117,4398_8186
4400,9804,Online,6.0,86110,4400_9804
4401,7464,Online,2.0,42690,4401_7464
4402,3037,Online,NaN,48934,4402_3037
4405,5897,Online,NaN,71105,4405_5897
4406,2657,Online,4.0,45122,4406_2657
4417,4894,Online,9.0,31598,4417_4894
4425,2177,Online,4.0,36152,4425_2177
4429,7738,Online,6.0,25001,4429_7738
4434,2825,Online,NaN,78681,4434_2825
4442,2301,Offline,9.0,34748,4442_2301
4444,4646,Online,8.0,35480,4444_4646
4454,5703,Online,8.0,50582,4454_5703
4464,2354,Online,NaN,53584,4464_2354
4469,5746,Online,7.0,87680,4469_5746
4492,684,Online,4.0,10964,4492_684
4501,398,Online,2.0,80875,4501_398
4513,9264,Online,NaN,92513,4513_9264
4519,6067,Online,10.0,59244,4519_6067
4521,7932,Offline,10.0,33652,4521_7932
4524,7488,Online,3.0,60178,4524_7488
4545,6519,Offline,NaN,99327,4545_6519
4549,3849,Offline,5.0,89949,4549_3849
4573,2077,Online,4.0,4775,4573_2077
4581,2791,Online,6.0,3962,4581_2791
4583,7326,Offline,3.0,29420,4583_7326
4586,4989,Offline,8.0,47185,4586_4989
4593,5919,Offline,10.0,39712,4593_5919
4599,2651,Offline,8.0,20417,4599_2651
4623,8250,Online,9.0,75228,4623_8250
4629,6774,Online,2.0,46997,4629_6774
4682,8019,Offline,4.0,6887,4682_8019
4710,421,Offline,7.0,50450,4710_421
4719,4599,Online,NaN,63497,4719_4599
4722,262,Online,7.0,34127,4722_262
4723,6078,Offline,4.0,96783,4723_6078
4724,8037,Offline,7.0,59889,4724_8037
4725,5732,Offline,2.0,46083,4725_5732
4730,800,Online,5.0,15008,4730_800
4740,7974,Online,6.0,94052,4740_7974
4747,2764,Online,10.0,25190,4747_2764
4754,1887,Online,7.0,7528,4754_1887
4755,8236,Online,10.0,5622,4755_8236
4762,8682,Online,7.0,46536,4762_8682
4787,7034,Online,8.0,22037,4787_7034
4796,8007,Offline,9.0,35894,4796_8007
4817,7202,Online,7.0,6733,4817_7202
4825,3341,Online,9.0,77564,4825_3341
4828,8824,Offline,8.0,38349,4828_8824
4838,3768,Offline,8.0,30288,4838_3768
4885,5982,Offline,7.0,72261,4885_5982
4902,3773,Online,4.0,25911,4902_3773
4929,9599,Online,7.0,27813,4929_9599
4940,8855,Online,NaN,94835,4940_8855
4944,3505,Online,5.0,50051,4944_3505
4950,9949,Offline,9.0,88907,4950_9949
4953,3021,Offline,5.0,98354,4953_3021
4960,7498,Offline,8.0,82123,4960_7498
4987,7485,Online,6.0,61546,4987_7485
4994,8164,Online,10.0,64040,4994_8164
5006,5501,Offline,NaN,55481,5006_5501
5012,8424,Online,10.0,43263,5012_8424
5014,316,Online,4.0,40114,5014_316
5021,939,Offline,NaN,71993,5021_939
5025,7841,Offline,10.0,49985,5025_7841
5033,6899,Online,6.0,48239,5033_6899
5040,9791,Offline,9.0,32201,5040_9791
5041,5730,Offline,5.0,41721,5041_5730
5052,6524,Online,10.0,60477,5052_6524
5070,8516,Offline,7.0,60426,5070_8516
5077,678,Offline,NaN,51244,5077_678
5090,8610,Offline,NaN,35612,5090_8610
5093,7046,Online,4.0,68902,5093_7046
5096,3536,Offline,NaN,86112,5096_3536
5098,971,Offline,3.0,80470,5098_971
5123,8493,Offline,3.0,93098,5123_8493
5125,577,Online,9.0,23424,5125_577
5155,3528,Online,2.0,65133,5155_3528
5159,7299,Offline,8.0,64399,5159_7299
5166,8212,Offline,5.0,50090,5166_8212
5189,3273,Online,NaN,95448,5189_3273
5204,545,Online,5.0,41426,5204_545
5209,4640,Online,3.0,84962,5209_4640
5220,6794,Offline,5.0,72562,5220_6794
5222,7930,Online,9.0,85489,5222_7930
5240,3510,Online,NaN,4452,5240_3510
5245,3795,Online,10.0,73071,5245_3795
5247,5218,Offline,8.0,51293,5247_5218
5251,3707,Online,7.0,58279,5251_3707
5256,3464,Offline,10.0,57668,5256_3464
5268,5826,Offline,3.0,95245,5268_5826
5300,8498,Offline,5.0,63544,5300_8498
5303,3700,Offline,10.0,16733,5303_3700
5308,3875,Online,4.0,70048,5308_3875
5313,9878,Online,5.0,10300,5313_9878
5333,7001,Online,9.0,74328,5333_7001
5354,1635,Online,3.0,61221,5354_1635
5359,3633,Offline,7.0,50934,5359_3633
5360,6833,Offline,3.0,85362,5360_6833
5379,1610,Offline,5.0,49247,5379_1610
5394,1719,Online,2.0,59350,5394_1719
5395,1252,Online,7.0,10659,5395_1252
5398,3879,Offline,3.0,53338,5398_3879
5399,9967,Offline,7.0,87662,5399_9967
5408,9330,Online,7.0,2769,5408_9330
5425,9971,Offline,3.0,94393,5425_9971
5432,7137,Offline,4.0,36419,5432_7137
5441,9242,Offline,6.0,43893,5441_9242
5442,7019,Online,9.0,55956,5442_7019
5445,2432,Online,2.0,18024,5445_2432
5447,7728,Online,6.0,51840,5447_7728
5451,476,Offline,9.0,59556,5451_476
5461,7835,Online,8.0,27138,5461_7835
5469,7097,Online,4.0,57239,5469_7097
5498,6069,Offline,4.0,61271,5498_6069
5500,448,Offline,7.0,7317,5500_448
5508,7722,Offline,5.0,27882,5508_7722
5519,9779,Offline,3.0,88751,5519_9779
5525,5559,Online,4.0,31390,5525_5559
5533,2477,Offline,2.0,28039,5533_2477
5547,8788,Online,6.0,96427,5547_8788
5551,7892,Offline,10.0,60162,5551_7892
5559,2368,Offline,8.0,66604,5559_2368
5567,4804,Online,2.0,96404,5567_4804
5570,6159,Offline,5.0,57426,5570_6159
5571,1138,Online,9.0,73311,5571_1138
5572,478,Offline,8.0,9411,5572_478
5588,8429,Offline,6.0,5134,5588_8429
5589,7208,Offline,7.0,73422,5589_7208
5594,3091,Online,4.0,96051,5594_3091
5609,7478,Online,2.0,40825,5609_7478
5626,2868,Online,8.0,43368,5626_2868
5630,6636,Online,4.0,68829,5630_6636
5631,2735,Online,7.0,86024,5631_2735
5634,4543,Offline,10.0,52635,5634_4543
5640,4548,Online,NaN,99988,5640_4548
5643,8755,Offline,5.0,26511,5643_8755
5662,3463,Online,10.0,94747,5662_3463
5675,5747,Online,9.0,62159,5675_5747
5678,630,Online,NaN,84373,5678_630
5684,4128,Online,10.0,92441,5684_4128
5712,9140,Offline,9.0,77890,5712_9140
5727,6639,Online,2.0,16794,5727_6639
5733,7418,Offline,2.0,91626,5733_7418
5736,5447,Online,NaN,61233,5736_5447
5738,8034,Offline,4.0,88620,5738_8034
5758,3535,Online,5.0,35615,5758_3535
5765,419,Online,10.0,3907,5765_419
5778,7775,Offline,3.0,68857,5778_7775
5821,2508,Online,NaN,95284,5821_2508
5827,6097,Offline,3.0,14458,5827_6097
5830,5859,Online,6.0,2940,5830_5859
5858,9409,Offline,3.0,82143,5858_9409
5880,7223,Offline,9.0,78117,5880_7223
5884,7077,Online,2.0,78657,5884_7077
5886,7385,Offline,NaN,54039,5886_7385
5887,3064,Online,3.0,93550,5887_3064
5903,1329,Online,8.0,60304,5903_1329
5904,5850,Online,NaN,25959,5904_5850
5914,4801,Online,5.0,12250,5914_4801
5920,1841,Offline,7.0,5332,5920_1841
5937,8698,Offline,10.0,95670,5937_8698
5938,8727,Offline,5.0,50962,5938_8727
5950,8391,Offline,7.0,70675,5950_8391
5958,8486,Online,5.0,17915,5958_8486
5998,6786,Offline,3.0,38409,5998_6786
6002,6453,Offline,5.0,90616,6002_6453
6004,5960,Online,3.0,87122,6004_5960
6012,1586,Offline,7.0,78696,6012_1586
6027,356,Online,2.0,18077,6027_356
6028,2805,Online,6.0,65057,6028_2805
6037,8573,Offline,NaN,20561,6037_8573
6039,370,Online,10.0,19266,6039_370
6051,607,Offline,6.0,82248,6051_607
6059,1607,Online,7.0,50323,6059_1607
6060,3304,Offline,10.0,8320,6060_3304
6064,6011,Online,10.0,28122,6064_6011
6069,5681,Online,NaN,43755,6069_5681
6075,7225,Online,6.0,77556,6075_7225
6079,436,Offline,6.0,64793,6079_436
6091,3033,Online,8.0,69185,6091_3033
6100,9523,Offline,5.0,14034,6100_9523
6124,2154,Offline,3.0,3447,6124_2154
6150,7067,Offline,7.0,97657,6150_7067
6155,7887,Offline,10.0,61852,6155_7887
6159,8086,Online,8.0,95102,6159_8086
6188,498,Offline,9.0,59463,6188_498
6211,7833,Online,2.0,87570,6211_7833
6214,5041,Online,2.0,24895,6214_5041
6217,1758,Online,3.0,93258,6217_1758
6231,3012,Online,10.0,83977,6231_3012
6236,3934,Offline,NaN,43686,6236_3934
6237,7996,Online,5.0,49021,6237_7996
6243,7398,Online,5.0,13740,6243_7398
6244,7856,Offline,NaN,96267,6244_7856
6267,6916,Offline,8.0,47556,6267_6916
6277,5648,Online,10.0,50485,6277_5648
6290,9371,Online,NaN,35400,6290_9371
6293,197,Offline,3.0,35043,6293_197
6295,395,Offline,6.0,38006,6295_395
6298,6925,Online,NaN,77826,6298_6925
6299,2607,Offline,3.0,86092,6299_2607
6302,1750,Online,2.0,56847,6302_1750
6305,9072,Offline,9.0,37767,6305_9072
6307,872,Online,2.0,14188,6307_872
6315,1368,Online,10.0,91681,6315_1368
6324,960,Online,5.0,5282,6324_960
6343,4636,Offline,10.0,18241,6343_4636
6356,8685,Offline,9.0,2590,6356_8685
